ENTREGAS;NivelServ;LeadTime_dias;Cantidad_kg;Valoracion;Ciudad;Provincia;Cliente;Dolares;OTIF;Orden Perfecta;PendienteCombro
E11793;95%; 6 ; 120 ;Reguar; Machala        ; Chimborazo      ;C0001001055; $599,25 ;90%;75%;NO
E11794;89%; 4 ; 85 ;Muy Malo; Esmeraldas     ; Santo Domingo   ;C0001001944; $317,51 ;80%;56%;NO
E11795;93%; 3 ; 66 ;Bueno; Ambato         ; El Oro          ;C0001001158; $157,90 ;85%;66%;SI
E11796;88%; 13 ; 240 ;Muy Bueno; Quito          ; Loja            ;C0001001646; $898,65 ;81%;57%;NO
E11797;94%; 8 ; 161 ;Muy Bueno; Portoviejo     ; Azuay           ;C0001001258; $410,09 ;85%;67%;NO
E11798;89%; 9 ; 172 ;Muy Bueno; Santo Domingo  ; Guayas          ;C0001002204; $815,43 ;90%;71%;SI
E11799;92%; 3 ; 63 ;Bueno; Manta          ; Guayas          ;C0001001193; $94,14 ;82%;61%;SI
E11800;97%; 4 ; 78 ;Malo; Machala        ; Santo Domingo   ;C0001002260; $486,94 ;82%;64%;NO
E11801;92%; 9 ; 178 ;Muy Malo; Esmeraldas     ; Santo Domingo   ;C0001002057; $1.022,12 ;90%;73%;NO
E11802;93%; 12 ; 220 ;Muy Bueno; Ambato         ; Loja            ;C0001001708; $1.318,74 ;78%;55%;NO
E11803;85%; 11 ; 203 ;Muy Malo; Durán          ; Chimborazo      ;C0001001674; $486,12 ;87%;63%;SI
E11804;91%; 12 ; 233 ;Bueno; Cuenca         ; Guayas          ;C0001002212; $837,83 ;87%;68%;NO
E11805;93%; 3 ; 71 ;Bueno; Quito          ; El Oro          ;C0001001465; $339,79 ;84%;64%;NO
E11806;90%; 8 ; 150 ;Reguar; Quito          ; Pichincha       ;C0001002306; $336,83 ;76%;51%;NO
E11807;91%; 11 ; 213 ;Reguar; Manta          ; Guayas          ;C0001001834; $1.063,65 ;87%;68%;SI
E11808;87%; 6 ; 117 ;Reguar; Loja           ; Manabí          ;C0001001420; $279,86 ;81%;56%;NO
E11809;92%; 4 ; 82 ;Malo; Loja           ; Esmeraldas      ;C0001002003; $490,56 ;86%;67%;NO
E11810;91%; 3 ; 69 ;Muy Bueno; Quito          ; Guayas          ;C0001002230; $175,26 ;90%;72%;NO
E11811;94%; 4 ; 80 ;Malo; Ambato         ; Chimborazo      ;C0001001124; $127,71 ;79%;57%;SI
E11812;92%; 9 ; 168 ;Bueno; Santo Domingo  ; Guayas          ;C0001001549; $402,62 ;87%;68%;NO
E11813;89%; 6 ; 114 ;Bueno; Machala        ; Manabí          ;C0001001038; $261,44 ;84%;62%;SI
E11814;94%; 13 ; 247 ;Muy Bueno; Loja           ; Azuay           ;C0001001456; $1.419,22 ;78%;56%;NO
E11815;90%; 8 ; 159 ;Muy Bueno; Quito          ; Guayas          ;C0001001265; $412,62 ;85%;64%;SI
E11816;91%; 9 ; 170 ;Bueno; Riobamba       ; Tungurahua      ;C0001001351; $763,79 ;86%;66%;NO
E11817;94%; 4 ; 82 ;Reguar; Cuenca         ; Azuay           ;C0001001152; $163,64 ;85%;67%;NO
E11818;89%; 10 ; 193 ;Reguar; Esmeraldas     ; Manabí          ;C0001001362; $915,18 ;87%;66%;NO
E11819;92%; 1 ; 35 ;Reguar; Manta          ; Santo Domingo   ;C0001001387; $119,92 ;91%;75%;NO
E11820;88%; 7 ; 139 ;Bueno; Loja           ; Manabí          ;C0001002492; $658,54 ;78%;52%;SI
E11821;96%; 11 ; 210 ;Bueno; Esmeraldas     ; Guayas          ;C0001001686; $1.049,40 ;86%;70%;NO
E11822;94%; 10 ; 197 ;Malo; Guayaquil      ; Santo Domingo   ;C0001001466; $934,90 ;85%;67%;NO
E11823;85%; 1 ; 32 ;Muy Malo; Loja           ; Santo Domingo   ;C0001001848; $181,41 ;91%;69%;NO
E11824;97%; 12 ; 227 ;Bueno; Machala        ; Manabí          ;C0001002079; $408,44 ;80%;61%;SI
E11825;95%; 13 ; 251 ;Bueno; Cuenca         ; Pichincha       ;C0001001416; $802,72 ;88%;72%;NO
E11826;96%; 11 ; 208 ;Reguar; Manta          ; Guayas          ;C0001001564; $935,46 ;83%;65%;NO
E11827;92%; 3 ; 64 ;Reguar; Riobamba       ; Azuay           ;C0001001988; $204,03 ;86%;67%;NO
E11828;87%; 4 ; 79 ;Malo; Loja           ; Esmeraldas      ;C0001001993; $176,87 ;85%;62%;NO
E11829;92%; 7 ; 137 ;Malo; Durán          ; Pichincha       ;C0001001805; $430,79 ;91%;75%;NO
E11830;97%; 1 ; 25 ;Muy Bueno; Quito          ; Guayas          ;C0001002131; $64,77 ;90%;77%;NO
E11831;89%; 6 ; 123 ;Reguar; Portoviejo     ; Santo Domingo   ;C0001002167; $245,34 ;84%;62%;NO
E11832;96%; 9 ; 170 ;Bueno; Santo Domingo  ; Guayas          ;C0001001871; $891,87 ;80%;60%;NO
E11833;93%; 3 ; 60 ;Bueno; Riobamba       ; Azuay           ;C0001001103; $125,56 ;83%;63%;NO
E11834;89%; 13 ; 250 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001002420; $374,51 ;77%;52%;NO
E11835;95%; 11 ; 208 ;Bueno; Portoviejo     ; Chimborazo      ;C0001001672; $530,02 ;86%;69%;NO
E11836;95%; 4 ; 84 ;Muy Bueno; Esmeraldas     ; Pichincha       ;C0001002185; $150,93 ;82%;63%;SI
E11837;84%; 6 ; 116 ;Bueno; Manta          ; Guayas          ;C0001001459; $346,56 ;86%;61%;SI
E11838;91%; 14 ; 265 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001109; $555,93 ;87%;68%;NO
E11839;93%; 7 ; 138 ;Reguar; Riobamba       ; Chimborazo      ;C0001001669; $861,19 ;88%;71%;SI
E11840;94%; 4 ; 83 ;Muy Bueno; Guayaquil      ; Pichincha       ;C0001002209; $476,22 ;87%;70%;NO
E11841;98%; 5 ; 100 ;Bueno; Riobamba       ; Pichincha       ;C0001001294; $479,71 ;89%;76%;NO
E11842;90%; 7 ; 137 ;Reguar; Cuenca         ; Chimborazo      ;C0001002470; $492,12 ;92%;75%;NO
E11843;88%; 12 ; 221 ;Malo; Cuenca         ; Manabí          ;C0001001087; $838,43 ;81%;57%;SI
E11844;87%; 3 ; 66 ;Muy Malo; Guayaquil      ; Loja            ;C0001001982; $150,90 ;81%;56%;NO
E11845;85%; 13 ; 250 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001345; $998,20 ;89%;66%;NO
E11846;95%; 9 ; 168 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001069; $469,98 ;87%;70%;NO
E11847;94%; 10 ; 187 ;Muy Bueno; Quito          ; Pichincha       ;C0001001394; $1.120,92 ;88%;71%;NO
E11848;88%; 5 ; 96 ;Muy Malo; Machala        ; Loja            ;C0001002135; $286,92 ;89%;68%;NO
E11849;94%; 2 ; 52 ;Muy Malo; Loja           ; Manabí          ;C0001002210; $132,14 ;84%;65%;NO
E11850;94%; 5 ; 102 ;Reguar; Machala        ; Tungurahua      ;C0001002155; $259,64 ;81%;60%;NO
E11851;87%; 7 ; 138 ;Muy Bueno; Riobamba       ; Manabí          ;C0001001102; $605,48 ;89%;68%;NO
E11852;90%; 11 ; 202 ;Malo; Loja           ; Guayas          ;C0001001804; $332,81 ;87%;67%;SI
E11853;93%; 8 ; 155 ;Reguar; Cuenca         ; Esmeraldas      ;C0001001407; $681,08 ;82%;61%;NO
E11854;86%; 6 ; 122 ;Reguar; Ambato         ; Tungurahua      ;C0001001526; $486,32 ;88%;65%;NO
E11855;96%; 5 ; 106 ;Muy Malo; Riobamba       ; Manabí          ;C0001001812; $465,87 ;90%;76%;NO
E11856;90%; 2 ; 42 ;Muy Malo; Guayaquil      ; Manabí          ;C0001002051; $87,57 ;83%;61%;NO
E11857;88%; 7 ; 136 ;Reguar; Cuenca         ; Guayas          ;C0001001069; $542,56 ;88%;67%;SI
E11858;87%; 5 ; 96 ;Bueno; Durán          ; Azuay           ;C0001001789; $186,44 ;86%;63%;NO
E11859;87%; 9 ; 176 ;Muy Malo; Guayaquil      ; Santo Domingo   ;C0001002040; $228,29 ;88%;66%;NO
E11860;94%; 8 ; 153 ;Bueno; Loja           ; Guayas          ;C0001002372; $955,13 ;78%;56%;SI
E11861;98%; 7 ; 136 ;Muy Bueno; Manta          ; Tungurahua      ;C0001001331; $258,29 ;85%;69%;SI
E11862;88%; 11 ; 205 ;Muy Malo; Durán          ; Chimborazo      ;C0001001804; $900,42 ;81%;57%;SI
E11863;93%; 13 ; 245 ;Muy Bueno; Durán          ; Azuay           ;C0001001484; $244,79 ;81%;60%;NO
E11864;93%; 10 ; 189 ;Reguar; Quito          ; Guayas          ;C0001002254; $1.179,94 ;82%;61%;NO
E11865;90%; 12 ; 227 ;Malo; Santo Domingo  ; Esmeraldas      ;C0001002497; $362,72 ;83%;61%;NO
E11866;98%; 11 ; 212 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001001355; $953,73 ;86%;71%;NO
E11867;91%; 14 ; 256 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001001569; $332,45 ;81%;59%;SI
E11868;86%; 9 ; 175 ;Muy Malo; Cuenca         ; Tungurahua      ;C0001001484; $611,03 ;89%;67%;NO
E11869;86%; 5 ; 104 ;Muy Malo; Portoviejo     ; Esmeraldas      ;C0001001568; $543,80 ;79%;53%;SI
E11870;93%; 11 ; 211 ;Muy Bueno; Quito          ; Manabí          ;C0001001978; $316,19 ;78%;55%;NO
E11871;95%; 3 ; 58 ;Malo; Loja           ; Santo Domingo   ;C0001002337; $130,16 ;81%;61%;NO
E11872;91%; 4 ; 87 ;Muy Bueno; Portoviejo     ; Santo Domingo   ;C0001002466; $346,92 ;86%;66%;SI
E11873;90%; 5 ; 100 ;Reguar; Machala        ; Chimborazo      ;C0001002498; $458,62 ;91%;73%;NO
E11874;91%; 14 ; 261 ;Muy Bueno; Esmeraldas     ; Manabí          ;C0001002451; $338,95 ;87%;68%;NO
E11875;83%; 3 ; 66 ;Muy Malo; Riobamba       ; Esmeraldas      ;C0001002449; $186,17 ;88%;63%;NO
E11876;90%; 9 ; 172 ;Malo; Portoviejo     ; Esmeraldas      ;C0001001321; $386,33 ;86%;65%;SI
E11877;89%; 6 ; 121 ;Bueno; Riobamba       ; Manabí          ;C0001002381; $452,51 ;80%;56%;NO
E11878;93%; 9 ; 176 ;Muy Bueno; Portoviejo     ; Loja            ;C0001001583; $193,37 ;89%;72%;NO
E11879;94%; 6 ; 124 ;Muy Malo; Durán          ; Manabí          ;C0001001219; $210,49 ;87%;70%;NO
E11880;91%; 12 ; 223 ;Muy Bueno; Riobamba       ; Santo Domingo   ;C0001001374; $980,01 ;87%;68%;NO
E11881;90%; 6 ; 121 ;Bueno; Portoviejo     ; Chimborazo      ;C0001001586; $579,36 ;86%;65%;NO
E11882;94%; 8 ; 161 ;Reguar; Portoviejo     ; Loja            ;C0001001031; $273,39 ;83%;63%;SI
E11883;94%; 1 ; 24 ;Bueno; Quito          ; Tungurahua      ;C0001002023; $67,89 ;84%;65%;NO
E11884;90%; 5 ; 104 ;Reguar; Riobamba       ; Chimborazo      ;C0001001747; $435,54 ;84%;62%;NO
E11885;87%; 9 ; 175 ;Malo; Cuenca         ; Guayas          ;C0001001548; $419,06 ;80%;55%;SI
E11886;93%; 13 ; 246 ;Malo; Cuenca         ; Manabí          ;C0001001449; $774,24 ;87%;69%;NO
E11887;89%; 6 ; 124 ;Reguar; Durán          ; Esmeraldas      ;C0001001253; $649,27 ;84%;62%;NO
E11888;97%; 3 ; 65 ;Muy Bueno; Machala        ; Pichincha       ;C0001002199; $181,75 ;84%;67%;NO
E11889;88%; 9 ; 175 ;Bueno; Loja           ; Esmeraldas      ;C0001002422; $174,64 ;85%;62%;SI
E11890;85%; 5 ; 105 ;Bueno; Machala        ; Esmeraldas      ;C0001001704; $548,89 ;87%;63%;NO
E11891;84%; 3 ; 65 ;Malo; Riobamba       ; Loja            ;C0001001416; $161,30 ;81%;54%;NO
E11892;94%; 3 ; 60 ;Muy Bueno; Durán          ; Manabí          ;C0001002405; $329,01 ;88%;71%;NO
E11893;91%; 11 ; 215 ;Muy Bueno; Loja           ; Azuay           ;C0001002324; $493,88 ;80%;57%;NO
E11894;89%; 11 ; 208 ;Bueno; Esmeraldas     ; Loja            ;C0001002350; $394,57 ;86%;65%;NO
E11895;88%; 6 ; 120 ;Muy Bueno; Ambato         ; Azuay           ;C0001001760; $747,75 ;83%;59%;NO
E11896;89%; 6 ; 113 ;Malo; Ambato         ; Guayas          ;C0001001237; $535,18 ;88%;68%;NO
E11897;86%; 11 ; 212 ;Muy Bueno; Guayaquil      ; Esmeraldas      ;C0001002349; $275,05 ;84%;59%;NO
E11898;87%; 11 ; 203 ;Muy Malo; Portoviejo     ; Pichincha       ;C0001002344; $303,92 ;82%;57%;NO
E11899;94%; 13 ; 246 ;Reguar; Manta          ; Loja            ;C0001001862; $860,37 ;89%;73%;SI
E11900;97%; 9 ; 169 ;Muy Malo; Quito          ; Manabí          ;C0001001250; $337,82 ;87%;72%;NO
E11901;87%; 8 ; 150 ;Reguar; Quito          ; Tungurahua      ;C0001002355; $314,18 ;80%;55%;SI
E11902;94%; 7 ; 140 ;Reguar; Quito          ; Manabí          ;C0001002119; $356,54 ;83%;63%;SI
E11903;90%; 13 ; 246 ;Malo; Esmeraldas     ; El Oro          ;C0001001816; $552,83 ;80%;56%;NO
E11904;91%; 5 ; 106 ;Reguar; Loja           ; Loja            ;C0001002205; $486,36 ;84%;63%;NO
E11905;88%; 8 ; 160 ;Muy Bueno; Cuenca         ; Loja            ;C0001001135; $367,17 ;84%;61%;NO
E11906;92%; 6 ; 120 ;Muy Malo; Ambato         ; Tungurahua      ;C0001001066; $688,62 ;79%;56%;NO
E11907;93%; 12 ; 223 ;Muy Bueno; Durán          ; El Oro          ;C0001001297; $634,95 ;84%;64%;NO
E11908;84%; 1 ; 28 ;Muy Malo; Durán          ; Manabí          ;C0001002131; $60,54 ;81%;54%;NO
E11909;84%; 12 ; 231 ;Malo; Guayaquil      ; Chimborazo      ;C0001001594; $276,62 ;77%;49%;SI
E11910;90%; 9 ; 169 ;Bueno; Portoviejo     ; Manabí          ;C0001002096; $269,92 ;86%;65%;SI
E11911;93%; 5 ; 95 ;Reguar; Guayaquil      ; Guayas          ;C0001002264; $218,02 ;89%;72%;SI
E11912;96%; 13 ; 240 ;Muy Bueno; Manta          ; Manabí          ;C0001002230; $527,74 ;88%;73%;NO
E11913;85%; 14 ; 264 ;Reguar; Durán          ; Loja            ;C0001001083; $513,92 ;80%;53%;SI
E11914;88%; 10 ; 190 ;Malo; Portoviejo     ; Tungurahua      ;C0001001949; $246,53 ;87%;65%;SI
E11915;84%; 10 ; 188 ;Malo; Manta          ; Manabí          ;C0001002116; $609,44 ;80%;53%;NO
E11916;87%; 9 ; 176 ;Muy Malo; Cuenca         ; Chimborazo      ;C0001001683; $245,85 ;85%;62%;NO
E11917;89%; 4 ; 83 ;Muy Bueno; Esmeraldas     ; Tungurahua      ;C0001002286; $264,54 ;85%;63%;NO
E11918;92%; 8 ; 156 ;Malo; Guayaquil      ; Pichincha       ;C0001001954; $373,82 ;85%;65%;NO
E11919;89%; 6 ; 120 ;Bueno; Durán          ; Chimborazo      ;C0001001457; $251,31 ;89%;69%;NO
E11920;87%; 13 ; 248 ;Bueno; Ambato         ; Guayas          ;C0001002081; $482,84 ;86%;63%;NO
E11921;84%; 2 ; 42 ;Muy Bueno; Riobamba       ; Esmeraldas      ;C0001002119; $91,34 ;81%;54%;NO
E11922;85%; 5 ; 95 ;Muy Bueno; Santo Domingo  ; Azuay           ;C0001001023; $226,92 ;89%;66%;SI
E11923;96%; 8 ; 153 ;Muy Malo; Portoviejo     ; Guayas          ;C0001001826; $275,18 ;80%;60%;NO
E11924;98%; 14 ; 267 ;Muy Malo; Manta          ; Chimborazo      ;C0001001028; $480,49 ;83%;66%;NO
E11925;89%; 6 ; 120 ;Muy Malo; Cuenca         ; Esmeraldas      ;C0001001900; $526,55 ;84%;62%;NO
E11926;89%; 5 ; 104 ;Reguar; Guayaquil      ; Santo Domingo   ;C0001001514; $207,34 ;83%;60%;NO
E11927;84%; 7 ; 133 ;Malo; Ambato         ; Loja            ;C0001001320; $251,79 ;89%;65%;NO
E11928;92%; 14 ; 267 ;Muy Malo; Riobamba       ; Santo Domingo   ;C0001001206; $373,46 ;90%;73%;SI
E11929;90%; 6 ; 122 ;Bueno; Durán          ; Loja            ;C0001002433; $462,46 ;80%;56%;NO
E11930;93%; 7 ; 139 ;Muy Malo; Esmeraldas     ; Azuay           ;C0001002349; $305,34 ;83%;63%;NO
E11931;91%; 6 ; 121 ;Malo; Loja           ; Chimborazo      ;C0001002330; $338,04 ;82%;60%;NO
E11932;87%; 11 ; 213 ;Reguar; Esmeraldas     ; Guayas          ;C0001001217; $574,05 ;86%;63%;NO
E11933;92%; 7 ; 138 ;Muy Malo; Manta          ; Loja            ;C0001002206; $358,18 ;90%;73%;NO
E11934;95%; 8 ; 158 ;Reguar; Esmeraldas     ; Pichincha       ;C0001002052; $710,33 ;78%;57%;NO
E11935;97%; 10 ; 194 ;Reguar; Loja           ; Loja            ;C0001001916; $484,78 ;86%;70%;NO
E11936;90%; 5 ; 105 ;Muy Malo; Portoviejo     ; Pichincha       ;C0001001692; $340,28 ;87%;67%;NO
E11937;94%; 6 ; 115 ;Bueno; Ambato         ; Guayas          ;C0001002069; $396,13 ;88%;71%;NO
E11938;93%; 5 ; 98 ;Reguar; Ambato         ; Loja            ;C0001002201; $391,16 ;88%;71%;NO
E11939;94%; 2 ; 48 ;Bueno; Riobamba       ; Azuay           ;C0001001445; $107,60 ;83%;63%;SI
E11940;97%; 8 ; 152 ;Reguar; Ambato         ; Guayas          ;C0001001973; $379,78 ;92%;80%;NO
E11941;93%; 11 ; 206 ;Muy Malo; Loja           ; Manabí          ;C0001002442; $205,79 ;78%;55%;NO
E11942;96%; 10 ; 187 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001001005; $411,14 ;78%;57%;NO
E11943;91%; 2 ; 49 ;Bueno; Esmeraldas     ; El Oro          ;C0001002082; $158,37 ;85%;64%;SI
E11944;92%; 7 ; 132 ;Muy Malo; Machala        ; Loja            ;C0001001584; $316,22 ;90%;73%;NO
E11945;90%; 9 ; 167 ;Bueno; Durán          ; Loja            ;C0001002185; $750,15 ;91%;73%;NO
E11946;92%; 1 ; 30 ;Muy Malo; Esmeraldas     ; Esmeraldas      ;C0001002264; $44,64 ;81%;59%;NO
E11947;89%; 8 ; 153 ;Reguar; Loja           ; Loja            ;C0001002233; $549,61 ;85%;63%;NO
E11948;86%; 12 ; 223 ;Muy Bueno; Guayaquil      ; Pichincha       ;C0001001929; $612,10 ;89%;67%;NO
E11949;92%; 6 ; 121 ;Muy Bueno; Guayaquil      ; Manabí          ;C0001002360; $664,18 ;88%;70%;NO
E11950;94%; 9 ; 176 ;Reguar; Quito          ; Loja            ;C0001001362; $562,62 ;86%;68%;SI
E11951;88%; 13 ; 243 ;Malo; Machala        ; Guayas          ;C0001001230; $679,39 ;83%;59%;NO
E11952;85%; 1 ; 33 ;Muy Malo; Manta          ; Tungurahua      ;C0001001029; $123,69 ;81%;55%;NO
E11953;96%; 12 ; 230 ;Reguar; Durán          ; Azuay           ;C0001001178; $689,64 ;82%;63%;NO
E11954;94%; 3 ; 62 ;Muy Bueno; Riobamba       ; Manabí          ;C0001002290; $386,38 ;80%;59%;NO
E11955;96%; 7 ; 137 ;Bueno; Loja           ; Esmeraldas      ;C0001001458; $787,06 ;88%;73%;NO
E11956;92%; 7 ; 133 ;Muy Malo; Riobamba       ; Chimborazo      ;C0001001928; $358,45 ;88%;70%;NO
E11957;89%; 7 ; 134 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001001394; $534,68 ;84%;62%;NO
E11958;94%; 5 ; 101 ;Muy Bueno; Esmeraldas     ; Guayas          ;C0001001711; $302,46 ;87%;70%;SI
E11959;88%; 11 ; 207 ;Reguar; Esmeraldas     ; Manabí          ;C0001001974; $950,54 ;86%;64%;NO
E11960;94%; 7 ; 138 ;Bueno; Ambato         ; El Oro          ;C0001001740; $413,46 ;83%;63%;NO
E11961;91%; 6 ; 125 ;Malo; Guayaquil      ; Guayas          ;C0001002491; $430,32 ;92%;75%;NO
E11962;94%; 14 ; 256 ;Muy Malo; Machala        ; Manabí          ;C0001001434; $255,82 ;85%;67%;NO
E11963;85%; 11 ; 213 ;Reguar; Loja           ; Guayas          ;C0001001973; $680,16 ;82%;56%;SI
E11964;91%; 6 ; 120 ;Muy Bueno; Portoviejo     ; Pichincha       ;C0001001503; $478,92 ;84%;63%;SI
E11965;87%; 10 ; 186 ;Muy Bueno; Portoviejo     ; El Oro          ;C0001001476; $556,83 ;84%;60%;NO
E11966;86%; 4 ; 77 ;Muy Bueno; Riobamba       ; Santo Domingo   ;C0001002074; $440,34 ;80%;54%;NO
E11967;95%; 10 ; 192 ;Reguar; Cuenca         ; El Oro          ;C0001001690; $719,44 ;84%;66%;SI
E11968;91%; 9 ; 172 ;Malo; Cuenca         ; Loja            ;C0001001433; $257,60 ;82%;60%;SI
E11969;85%; 6 ; 119 ;Muy Bueno; Ambato         ; Esmeraldas      ;C0001001806; $426,78 ;79%;52%;NO
E11970;94%; 3 ; 66 ;Muy Malo; Machala        ; Guayas          ;C0001002434; $128,35 ;85%;67%;NO
E11971;87%; 13 ; 247 ;Bueno; Cuenca         ; Manabí          ;C0001001351; $850,80 ;89%;68%;NO
E11972;93%; 4 ; 86 ;Reguar; Esmeraldas     ; Esmeraldas      ;C0001001907; $450,40 ;91%;75%;NO
E11973;85%; 10 ; 197 ;Malo; Manta          ; Manabí          ;C0001001069; $235,86 ;85%;60%;NO
E11974;91%; 11 ; 203 ;Malo; Quito          ; Azuay           ;C0001001120; $689,28 ;85%;64%;NO
E11975;85%; 3 ; 61 ;Reguar; Quito          ; Manabí          ;C0001001158; $166,51 ;80%;53%;NO
E11976;89%; 6 ; 124 ;Reguar; Santo Domingo  ; El Oro          ;C0001001520; $649,27 ;83%;60%;NO
E11977;93%; 3 ; 70 ;Muy Bueno; Ambato         ; Esmeraldas      ;C0001001514; $191,92 ;88%;71%;NO
E11978;86%; 5 ; 103 ;Bueno; Loja           ; Santo Domingo   ;C0001001842; $359,03 ;77%;50%;NO
E11979;94%; 11 ; 206 ;Muy Bueno; Esmeraldas     ; Azuay           ;C0001002236; $493,97 ;84%;65%;SI
E11980;88%; 12 ; 229 ;Bueno; Santo Domingo  ; Manabí          ;C0001001989; $548,74 ;91%;71%;NO
E11981;88%; 11 ; 208 ;Reguar; Loja           ; Guayas          ;C0001002392; $415,28 ;92%;73%;NO
E11982;93%; 7 ; 133 ;Muy Malo; Ambato         ; Manabí          ;C0001001135; $371,81 ;84%;64%;NO
E11983;89%; 11 ; 204 ;Bueno; Riobamba       ; Esmeraldas      ;C0001001338; $560,09 ;87%;66%;NO
E11984;86%; 3 ; 65 ;Reguar; Durán          ; Guayas          ;C0001001311; $403,63 ;85%;61%;NO
E11985;93%; 9 ; 169 ;Bueno; Esmeraldas     ; Loja            ;C0001001718; $590,77 ;89%;72%;NO
E11986;98%; 3 ; 71 ;Muy Bueno; Machala        ; Azuay           ;C0001002084; $407,91 ;84%;68%;NO
E11987;91%; 11 ; 212 ;Muy Bueno; Quito          ; Azuay           ;C0001001440; $296,42 ;86%;66%;SI
E11988;90%; 4 ; 82 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001050; $245,10 ;81%;58%;NO
E11989;90%; 6 ; 125 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001680; $498,80 ;80%;56%;NO
E11990;91%; 8 ; 151 ;Malo; Ambato         ; Azuay           ;C0001002306; $316,53 ;90%;72%;NO
E11991;95%; 9 ; 167 ;Muy Malo; Machala        ; Guayas          ;C0001001532; $634,03 ;80%;60%;NO
E11992;95%; 5 ; 103 ;Malo; Durán          ; Santo Domingo   ;C0001001652; $359,98 ;90%;75%;NO
E11993;91%; 10 ; 189 ;Malo; Machala        ; Esmeraldas      ;C0001001069; $679,43 ;89%;71%;NO
E11994;87%; 1 ; 30 ;Muy Bueno; Manta          ; Pichincha       ;C0001002347; $75,51 ;87%;65%;NO
E11995;83%; 7 ; 136 ;Malo; Cuenca         ; Manabí          ;C0001001222; $716,57 ;88%;63%;NO
E11996;97%; 14 ; 265 ;Muy Malo; Loja           ; Manabí          ;C0001001490; $556,31 ;84%;67%;NO
E11997;88%; 4 ; 86 ;Malo; Cuenca         ; Tungurahua      ;C0001001224; $154,15 ;86%;64%;NO
E11998;96%; 7 ; 136 ;Muy Bueno; Manta          ; Manabí          ;C0001001002; $176,64 ;79%;59%;NO
E11999;86%; 7 ; 134 ;Muy Bueno; Santo Domingo  ; Loja            ;C0001001679; $146,94 ;87%;64%;NO
E12000;86%; 2 ; 49 ;Muy Bueno; Ambato         ; Guayas          ;C0001001367; $68,01 ;87%;64%;NO
E12001;91%; 4 ; 85 ;Bueno; Machala        ; Esmeraldas      ;C0001002205; $211,83 ;86%;66%;NO
E12002;91%; 4 ; 87 ;Malo; Quito          ; El Oro          ;C0001001547; $303,56 ;84%;63%;NO
E12003;96%; 7 ; 141 ;Muy Bueno; Machala        ; Manabí          ;C0001001351; $274,72 ;86%;70%;NO
E12004;85%; 8 ; 160 ;Reguar; Cuenca         ; Guayas          ;C0001002074; $406,85 ;89%;66%;NO
E12005;86%; 9 ; 177 ;Muy Bueno; Santo Domingo  ; Loja            ;C0001001924; $291,36 ;85%;61%;NO
E12006;92%; 12 ; 226 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001467; $722,43 ;84%;64%;NO
E12007;97%; 2 ; 52 ;Muy Bueno; Portoviejo     ; Loja            ;C0001002144; $207,64 ;82%;64%;NO
E12008;89%; 7 ; 142 ;Muy Malo; Quito          ; Guayas          ;C0001001361; $198,34 ;92%;74%;NO
E12009;87%; 3 ; 59 ;Muy Malo; Santo Domingo  ; Santo Domingo   ;C0001001649; $175,83 ;85%;62%;NO
E12010;94%; 4 ; 86 ;Bueno; Durán          ; Esmeraldas      ;C0001001953; $321,83 ;88%;71%;NO
E12011;96%; 5 ; 96 ;Reguar; Santo Domingo  ; Chimborazo      ;C0001001980; $182,17 ;81%;62%;SI
E12012;89%; 12 ; 227 ;Muy Bueno; Santo Domingo  ; El Oro          ;C0001001389; $1.133,35 ;84%;62%;NO
E12013;88%; 8 ; 159 ;Muy Bueno; Guayaquil      ; Manabí          ;C0001001640; $444,19 ;78%;52%;NO
E12014;87%; 10 ; 189 ;Reguar; Riobamba       ; Esmeraldas      ;C0001001104; $707,29 ;82%;57%;NO
E12015;93%; 5 ; 98 ;Reguar; Quito          ; Tungurahua      ;C0001001842; $337,38 ;82%;61%;NO
E12016;95%; 11 ; 210 ;Bueno; Loja           ; Azuay           ;C0001002311; $786,94 ;84%;66%;NO
E12017;90%; 8 ; 159 ;Bueno; Esmeraldas     ; Azuay           ;C0001001027; $912,53 ;77%;52%;NO
E12018;86%; 1 ; 32 ;Malo; Portoviejo     ; Santo Domingo   ;C0001001875; $34,74 ;83%;58%;NO
E12019;94%; 7 ; 139 ;Bueno; Loja           ; Guayas          ;C0001001405; $694,10 ;81%;60%;NO
E12020;91%; 6 ; 115 ;Malo; Portoviejo     ; Manabí          ;C0001002352; $544,97 ;81%;59%;NO
E12021;88%; 3 ; 67 ;Muy Bueno; Loja           ; Guayas          ;C0001001650; $189,92 ;81%;57%;NO
E12022;93%; 1 ; 29 ;Bueno; Loja           ; Guayas          ;C0001001301; $179,94 ;87%;69%;SI
